iteration,Episode_Reward/aim,Episode_Reward/cue_scratch,Episode_Reward/foul,Episode_Reward/nine_ball,Episode_Reward/spread,Episode_Termination/balls_at_rest,Episode_Termination/break_foul,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
14,0.019318196922540665,-0.006736648268997669,-0.07515455782413483,0.0,0.007957405410706997,0.7801513671875,0.22271728515625,0.0059814453125,0.6454530954360962,0.00038443360244855285,-0.002819522051140666,0.6913400888442993,6.303896427154541,0.09003043174743652,2562.0,0.3074936270713806,5.329999923706055,-1.1950006484985352
15,0.01935173198580742,-0.0075998567044734955,-0.07422485947608948,0.0,0.008638210594654083,0.78045654296875,0.22283935546875,0.00665283203125,0.3330939710140228,5.062499985797331e-05,-0.00539875915274024,0.7647554278373718,6.288714408874512,0.09203267097473145,2567.0,0.30132776498794556,5.789999961853027,-1.117665410041809
16,0.01941068097949028,-0.008408986032009125,-0.06979747116565704,4.528985664364882e-05,0.010396969504654408,0.77618408203125,0.22784423828125,0.0091552734375,0.20474569499492645,7.593750342493877e-05,-0.003553509246557951,0.9070652723312378,6.2970733642578125,0.08953094482421875,2565.0,0.29905954003334045,5.449999809265137,-1.0544487237930298
17,0.019498826935887337,-0.010046962648630142,-0.06704025715589523,0.0,0.01191005203872919,0.74432373046875,0.25701904296875,0.00823974609375,-0.004078668542206287,2.2500000341096893e-05,-0.004130159970372915,0.9703528881072998,6.372504234313965,0.08952593803405762,2535.0,0.29398593306541443,5.53000020980835,-0.9151629209518433
18,0.019569996744394302,-0.008646490052342415,-0.06631980091333389,0.0,0.01267634890973568,0.7479248046875,0.25494384765625,0.00616455078125,-0.15552577376365662,0.0002562890585977584,-0.0038244961760938168,1.0953502655029297,6.3366618156433105,0.09052753448486328,2549.0,0.290695458650589,5.179999828338623,-0.8504212498664856
19,0.019619198516011238,-0.011432403698563576,-0.06206834316253662,0.0,0.01476647611707449,0.72369384765625,0.28277587890625,0.0064697265625,-0.4338783919811249,0.00038443360244855285,-0.005247536115348339,1.1846139430999756,6.3714141845703125,0.10291886329650879,2530.0,0.28534382581710815,5.449999809265137,-0.7953510880470276
20,0.019622832536697388,-0.01283957902342081,-0.05870264023542404,4.528985664364882e-05,0.01704506389796734,0.72528076171875,0.28118896484375,0.009033203125,-0.6915842890739441,3.3749998692655936e-05,-0.004303427878767252,1.2883987426757812,6.427948951721191,0.09105300903320312,2513.0,0.27980107069015503,5.03000020980835,-0.6732810139656067
21,0.019723277539014816,-0.015208940021693707,-0.053281269967556,0.0,0.02027316950261593,0.73907470703125,0.27056884765625,0.00543212890625,-0.8907354474067688,0.0002562890585977584,-0.0038318526931107044,1.4547388553619385,6.395264625549316,0.0920417308807373,2525.0,0.2768094539642334,5.239999771118164,-0.1616700440645218
22,0.01979631558060646,-0.013953519985079765,-0.052776917815208435,0.0,0.020415792241692543,0.75335693359375,0.2552490234375,0.00433349609375,-1.1770472526550293,0.0002562890585977584,-0.004776930436491966,1.519620418548584,6.5117292404174805,0.08953976631164551,2481.0,0.27292490005493164,5.070000171661377,-0.5997697114944458
23,0.0197859238833189,-0.016753975301980972,-0.04790361970663071,0.0,0.02332322672009468,0.778076171875,0.23004150390625,0.005859375,-1.4133620262145996,0.0002562890585977584,-0.003141679335385561,1.5975502729415894,6.449026107788086,0.09054064750671387,2505.0,0.26830095052719116,5.25,-0.27405983209609985
24,0.019816037267446518,-0.02012084797024727,-0.043627507984638214,0.0,0.02607877552509308,0.802001953125,0.20794677734375,0.0062255859375,-1.6188021898269653,0.00038443360244855285,-0.0017804004019126296,1.656040072441101,6.490940093994141,0.09102988243103027,2489.0,0.2628442943096161,5.150000095367432,-0.3909933865070343
25,0.019838668406009674,-0.023394720628857613,-0.04106215387582779,0.0,0.028012244030833244,0.82470703125,0.18218994140625,0.00634765625,-1.8314415216445923,0.0002562890585977584,0.00025697500677779317,1.69425368309021,6.510547637939453,0.09003472328186035,2482.0,0.2601765990257263,5.460000038146973,-0.21055462956428528
26,0.01986585557460785,-0.02475745975971222,-0.03982692211866379,4.280822031432763e-05,0.02987131103873253,0.84808349609375,0.16229248046875,0.00421142578125,-2.015662908554077,7.593750342493877e-05,-0.002380176680162549,1.7581260204315186,6.459124565124512,0.08852481842041016,2502.0,0.25774478912353516,5.110000133514404,-0.16557759046554565
27,0.019827157258987427,-0.025431253015995026,-0.03657086193561554,4.908377377432771e-05,0.030938874930143356,0.86895751953125,0.1363525390625,0.0067138671875,-2.130559206008911,0.0005766503745689988,-0.0010805466445162892,1.7154052257537842,6.462934494018555,0.09053683280944824,2500.0,0.2544982135295868,5.690000057220459,-0.15142656862735748
28,0.01985335350036621,-0.025431310757994652,-0.03582431748509407,0.0,0.03179141879081726,0.880126953125,0.12628173828125,0.00543212890625,-2.320930242538452,0.0005766503745689988,-0.0005850529996678233,1.780761957168579,6.434627532958984,0.08902812004089355,2511.0,0.2504391670227051,5.400000095367432,-0.1489025503396988
29,0.019868113100528717,-0.026616867631673813,-0.03546819090843201,5.1795581384794787e-05,0.03211326524615288,0.886962890625,0.1201171875,0.00543212890625,-2.432922840118408,0.0008649755618534982,-0.0001378004817524925,1.7133570909500122,6.493611812591553,0.08953571319580078,2488.0,0.24620303511619568,5.599999904632568,-0.16323700547218323
30,0.019882462918758392,-0.026310179382562637,-0.033427100628614426,0.0,0.033862851560115814,0.8990478515625,0.11083984375,0.00506591796875,-2.5598297119140625,0.0005766503745689988,0.0019644659478217363,1.7328740358352661,6.519076824188232,0.09303665161132812,2477.0,0.2445216178894043,5.559999942779541,-0.21374934911727905
31,0.01994340866804123,-0.02718379534780979,-0.034057632088661194,0.0,0.03489334136247635,0.8958740234375,0.11358642578125,0.00225830078125,-2.6519651412963867,0.0005766503745689988,0.0003341834817547351,1.769623041152954,6.472939491271973,0.09102916717529297,2496.0,0.2425067126750946,5.679999828338623,-0.27408909797668457
32,0.019864678382873535,-0.029521871358156204,-0.030224643647670746,0.0,0.03556748852133751,0.92315673828125,0.08544921875,0.00555419921875,-2.699357748031616,0.0005766503745689988,0.001033333595842123,1.7478795051574707,6.501081466674805,0.09202742576599121,2485.0,0.24159887433052063,5.239999771118164,-0.13451620936393738
33,0.01986783742904663,-0.027153650298714638,-0.030514461919665337,0.0,0.03579284995794296,0.91998291015625,0.0855712890625,0.00555419921875,-2.781005859375,0.0002562890585977584,0.002500376896932721,1.6879611015319824,6.517704010009766,0.09103083610534668,2479.0,0.23953954875469208,6.03000020980835,0.012303424067795277
34,0.019916299730539322,-0.031092826277017593,-0.030834350734949112,0.0,0.03576616197824478,0.923095703125,0.0848388671875,0.0035400390625,-2.8583858013153076,0.0005766503745689988,0.0013432982377707958,1.6739155054092407,6.448427200317383,0.09353041648864746,2504.0,0.2377661168575287,5.829999923706055,0.26849165558815
35,0.019896965473890305,-0.031792689114809036,-0.030770499259233475,0.0,0.03660573810338974,0.937744140625,0.06610107421875,0.005126953125,-2.877896785736084,0.0008649755618534982,0.001256984076462686,1.6774855852127075,6.508631706237793,0.09003090858459473,2482.0,0.2357253134250641,5.690000057220459,0.02699047327041626
36,0.019834445789456367,-0.02783374860882759,-0.029894761741161346,0.0,0.036222584545612335,0.92529296875,0.076904296875,0.00732421875,-2.968088150024414,9.999999747378752e-06,0.004899364896118641,1.6316959857940674,6.465385437011719,0.08952498435974121,2499.0,0.23460082709789276,5.519999980926514,0.16774882376194
37,0.019857032224535942,-0.032379455864429474,-0.028553839772939682,0.0,0.03816371411085129,0.92962646484375,0.073486328125,0.0078125,-2.9996840953826904,0.00017085937724914402,0.000831509823910892,1.6832727193832397,6.425252914428711,0.09283947944641113,2513.0,0.23389753699302673,6.010000228881836,0.07633281499147415
38,0.01983805000782013,-0.03407648205757141,-0.029363349080085754,0.0,0.03702931851148605,0.93994140625,0.06390380859375,0.00738525390625,-3.0766658782958984,0.0012974634300917387,0.00036822911351919174,1.6908024549484253,6.490652084350586,0.09452009201049805,2488.0,0.2296147346496582,5.599999904632568,-0.4908525347709656
39,0.01985897868871689,-0.031129108741879463,-0.028296511620283127,0.0,0.03759720176458359,0.93328857421875,0.07220458984375,0.00677490234375,-3.1759142875671387,0.00038443360244855285,0.002737104892730713,2.066187858581543,6.435656547546387,0.08953428268432617,2510.0,0.2266155481338501,5.53000020980835,0.10162508487701416
40,0.019838847219944,-0.030460920184850693,-0.03084906004369259,0.0,0.036803122609853745,0.932861328125,0.0718994140625,0.0062255859375,-3.2182252407073975,0.00011390625149942935,0.0027270251885056496,1.7552878856658936,6.4940900802612305,0.0925290584564209,2487.0,0.2256402224302292,5.920000076293945,-0.04574289917945862
41,0.019856037572026253,-0.033324338495731354,-0.026820126920938492,0.0,0.03960895538330078,0.9449462890625,0.06134033203125,0.00677490234375,-3.2830259799957275,2.2500000341096893e-05,0.0036433879286050797,1.750414252281189,6.506274223327637,0.09200024604797363,2483.0,0.225867360830307,5.849999904632568,-0.25693172216415405
42,0.019873231649398804,-0.03203517943620682,-0.026622945442795753,0.0,0.038816772401332855,0.9468994140625,0.05816650390625,0.00543212890625,-3.3056020736694336,0.00038443360244855285,-0.0002645431668497622,1.6788686513900757,6.476816177368164,0.09154391288757324,2494.0,0.22555458545684814,5.929999828338623,-0.07582419365644455
43,0.019874196499586105,-0.03469990938901901,-0.026468388736248016,0.0,0.03877028077840805,0.95648193359375,0.04656982421875,0.0052490234375,-3.3987107276916504,0.0005766503745689988,0.0008936534868553281,1.6513192653656006,6.525583744049072,0.08902454376220703,2476.0,0.22351723909378052,5.869999885559082,-0.2757377624511719
44,0.019946834072470665,-0.03306708484888077,-0.027629781514406204,0.0,0.0385923907160759,0.955810546875,0.05377197265625,0.001953125,-3.4449946880340576,0.00038443360244855285,0.0020700751338154078,1.6730610132217407,6.439475059509277,0.08950471878051758,2509.0,0.2225060909986496,5.960000038146973,0.09374507516622543
45,0.019882861524820328,-0.0314534492790699,-0.027204439043998718,0.0,0.03875183314085007,0.95208740234375,0.05499267578125,0.0045166015625,-3.447783946990967,0.00017085937724914402,0.002397773787379265,1.6834712028503418,6.435484886169434,0.09043312072753906,2510.0,0.2226853370666504,6.079999923706055,0.19356849789619446
46,0.019862178713083267,-0.031982362270355225,-0.028046442195773125,5.2966101065976545e-05,0.03875100985169411,0.93231201171875,0.07177734375,0.00775146484375,-3.453512191772461,0.0005766503745689988,0.0014684621710330248,1.6595683097839355,6.466955184936523,0.09203219413757324,2497.0,0.22225260734558105,5.889999866485596,0.009646457619965076
47,0.0198779609054327,-0.03357832133769989,-0.026193911209702492,0.0,0.03926660120487213,0.947021484375,0.0626220703125,0.0047607421875,-3.5274250507354736,0.00011390625149942935,0.0037396878469735384,1.6305955648422241,6.463173866271973,0.09253191947937012,2499.0,0.22177337110042572,5.769999980926514,-0.18760254979133606
48,0.019886884838342667,-0.03447551280260086,-0.026708435267210007,0.0,0.039582982659339905,0.961181640625,0.04071044921875,0.00347900390625,-3.5563485622406006,0.00017085937724914402,0.0022574830800294876,1.6656780242919922,6.479809284210205,0.08903622627258301,2494.0,0.2214251607656479,5.739999771118164,-0.04989901930093765
49,0.019899725914001465,-0.03402625024318695,-0.02529948577284813,0.0,0.04061818867921829,0.9688720703125,0.03448486328125,0.0048828125,-3.6114084720611572,0.0005766503745689988,0.00031678774394094944,1.6497042179107666,6.484814643859863,0.09352922439575195,2490.0,0.22048959136009216,5.800000190734863,0.2270459234714508
50,0.019913529977202415,-0.03350675478577614,-0.02526000142097473,0.0,0.04033322632312775,0.96978759765625,0.0352783203125,0.00335693359375,-3.625485897064209,0.00038443360244855285,0.0036314851604402065,1.6872310638427734,6.391545295715332,0.09153318405151367,2527.0,0.21999768912792206,5.960000038146973,0.09413333982229233
51,0.01986912451684475,-0.03636447712779045,-0.025112254545092583,0.0,0.04074473679065704,0.96441650390625,0.0377197265625,0.0054931640625,-3.6342673301696777,5.062499985797331e-05,0.003181557869538665,1.6698157787322998,6.711250305175781,0.1300063133239746,2394.0,0.2198338806629181,5.909999847412109,-0.17409580945968628
52,0.0198683924973011,-0.032565888017416,-0.026624778285622597,0.0,0.03996315598487854,0.96295166015625,0.03912353515625,0.0062255859375,-3.6523990631103516,2.2500000341096893e-05,0.0025053792633116245,1.6376121044158936,7.8957366943359375,0.08952879905700684,2051.0,0.21992139518260956,5.71999979019165,-0.338157594203949
53,0.01987440511584282,-0.03551885485649109,-0.027311306446790695,0.0,0.04027172178030014,0.9561767578125,0.05096435546875,0.00531005859375,-3.679784059524536,0.0005766503745689988,0.0008411603048443794,1.6525832414627075,6.40401554107666,0.09002876281738281,2522.0,0.219166561961174,5.639999866485596,-0.08599124848842621
54,0.01993708498775959,-0.033740729093551636,-0.02702106349170208,0.0,0.039700135588645935,0.9580078125,0.04986572265625,0.002685546875,-3.7949957847595215,7.593750342493877e-05,0.003242184640839696,1.6759419441223145,6.457242012023926,0.08953285217285156,2502.0,0.21831730008125305,5.710000038146973,-0.16211001574993134
55,0.0198750589042902,-0.03271637111902237,-0.02705969475209713,0.0,0.039559777826070786,0.9427490234375,0.06549072265625,0.00506591796875,-3.831286907196045,0.00011390625149942935,0.0022176713682711124,1.6315009593963623,6.446296691894531,0.09253191947937012,2505.0,0.2169838845729828,5.5,0.1430477350950241
56,0.019857803359627724,-0.031082529574632645,-0.027796251699328423,0.0,0.03944860398769379,0.93450927734375,0.0704345703125,0.0059814453125,-3.924499988555908,0.00017085937724914402,0.0009324467973783612,1.7108759880065918,6.508762359619141,0.08953714370727539,2483.0,0.21658025681972504,6.070000171661377,-0.12675033509731293
57,0.019901391118764877,-0.03014751523733139,-0.028935112059116364,0.0,0.0402105376124382,0.9305419921875,0.0753173828125,0.00469970703125,-4.0181169509887695,0.0005766503745689988,-5.81896529183723e-05,1.6882655620574951,6.4272260665893555,0.09105992317199707,2513.0,0.21585898101329803,5.360000133514404,0.001717043574899435
58,0.019913645461201668,-0.025671985000371933,-0.030586356297135353,0.0,0.037981972098350525,0.91229248046875,0.098876953125,0.004150390625,-4.147333145141602,0.0008649755618534982,-7.689348535677709e-07,1.5847196578979492,6.442822456359863,0.09000396728515625,2507.0,0.21414737403392792,5.440000057220459,0.14198563992977142
59,0.019859839230775833,-0.027071580290794373,-0.030295029282569885,0.0,0.038303595036268234,0.91741943359375,0.09344482421875,0.00592041015625,-4.216714382171631,0.0002562890585977584,0.0005548053304664791,1.5448493957519531,6.483470916748047,0.090545654296875,2492.0,0.2127571403980255,5.489999771118164,-0.0006056135753169656
60,0.01991588994860649,-0.026324693113565445,-0.030543558299541473,0.0,0.039012786000967026,0.913818359375,0.10223388671875,0.00323486328125,-4.340500354766846,7.593750342493877e-05,0.0009876195108518004,1.6711119413375854,6.468240261077881,0.09203362464904785,2497.0,0.21200554072856903,5.420000076293945,0.09435968101024628
61,0.01989118568599224,-0.025358058512210846,-0.028867419809103012,0.0,0.04026605188846588,0.9307861328125,0.082275390625,0.00408935546875,-4.502175331115723,0.0002562890585977584,-0.00023186417820397764,1.556524395942688,6.474889755249023,0.09052133560180664,2495.0,0.21113602817058563,5.389999866485596,0.14143586158752441
62,0.019895559176802635,-0.0254642516374588,-0.02946290373802185,0.0,0.040082983672618866,0.9405517578125,0.072509765625,0.00372314453125,-4.550036430358887,0.00011390625149942935,0.002013069111853838,1.4892157316207886,6.444209098815918,0.09053230285644531,2507.0,0.21025153994560242,5.449999809265137,0.08966407924890518
63,0.019849032163619995,-0.025204207748174667,-0.028112806379795074,0.0,0.038749463856220245,0.94293212890625,0.06781005859375,0.0057373046875,-4.697331428527832,0.00011390625149942935,0.0010631447657942772,1.4900860786437988,6.452054977416992,0.0895383358001709,2504.0,0.2099517583847046,5.360000133514404,0.11082857847213745
64,0.01984455995261669,-0.02571236342191696,-0.02852488122880459,0.0,0.03900717943906784,0.940673828125,0.07025146484375,0.00677490234375,-4.854682922363281,0.0005766503745689988,-0.0005282550118863583,1.5010544061660767,6.526871681213379,0.09164905548095703,2475.0,0.2096123993396759,5.130000114440918,-0.007929330691695213
65,0.019851351156830788,-0.022972896695137024,-0.028759613633155823,0.0,0.03856935724616051,0.946533203125,0.06842041015625,0.0062255859375,-4.9466376304626465,0.00038443360244855285,0.0012780948309227824,1.4434367418289185,6.426641941070557,0.08852791786193848,2514.0,0.20917478203773499,5.340000152587891,-0.015986910089850426
66,0.01981469802558422,-0.023231294006109238,-0.027605943381786346,0.0,0.03931784629821777,0.9466552734375,0.06402587890625,0.00885009765625,-5.080902099609375,0.0002562890585977584,0.00013660560944117606,1.4596238136291504,6.487565994262695,0.09111785888671875,2490.0,0.2084810733795166,5.119999885559082,-0.016543753445148468
67,0.019871268421411514,-0.018946774303913116,-0.028403563424944878,0.0,0.03918437659740448,0.94390869140625,0.0703125,0.0054931640625,-5.193856239318848,0.00011390625149942935,0.0011813913006335497,1.3812150955200195,6.508739471435547,0.0920405387878418,2482.0,0.20829778909683228,5.639999866485596,0.35619214177131653
68,0.019864272326231003,-0.018969515338540077,-0.02954041212797165,0.0,0.03807852417230606,0.9373779296875,0.08056640625,0.007080078125,-5.315083980560303,0.00017085937724914402,-0.00023732270346954465,1.3943867683410645,6.462920188903809,0.0905294418334961,2500.0,0.2080346792936325,5.5,0.06398463994264603
69,0.01988823339343071,-0.0187990665435791,-0.028574224561452866,0.0,0.039571814239025116,0.9466552734375,0.07135009765625,0.0052490234375,-5.472629070281982,0.00011390625149942935,0.0005220685270614922,1.3232803344726562,6.4591264724731445,0.08902859687805176,2502.0,0.20756235718727112,5.260000228881836,0.3387509286403656
70,0.019898105412721634,-0.01694590039551258,-0.02823399007320404,0.0,0.03941287472844124,0.94189453125,0.07806396484375,0.00482177734375,-5.5124592781066895,0.00011390625149942935,0.0019656550139188766,1.2748448848724365,6.43687629699707,0.0890188217163086,2510.0,0.2073521614074707,5.130000114440918,0.4503656029701233
71,0.019893528893589973,-0.017804885283112526,-0.028199775144457817,0.0,0.03935747221112251,0.94451904296875,0.07720947265625,0.0048828125,-5.687929630279541,0.00011390625149942935,0.001025627483613789,1.3060001134872437,6.418913841247559,0.09053325653076172,2516.0,0.20706945657730103,5.070000171661377,0.3990817666053772
72,0.01989332027733326,-0.01784414052963257,-0.028578367084264755,0.0,0.04135715961456299,0.940673828125,0.08233642578125,0.005126953125,-5.791589736938477,0.00017085937724914402,-9.539683378534392e-05,1.3293795585632324,6.525598049163818,0.09052824974060059,2476.0,0.2068750113248825,4.860000133514404,0.18474796414375305
73,0.019909027963876724,-0.016820132732391357,-0.029630152508616447,0.0,0.04031793028116226,0.93634033203125,0.09283447265625,0.00445556640625,-5.826928615570068,7.593750342493877e-05,0.0034472269471734762,1.2845842838287354,6.471160888671875,0.0910031795501709,2496.0,0.20669332146644592,4.989999771118164,0.17492501437664032
74,0.01986115053296089,-0.01720885932445526,-0.027572518214583397,0.0,0.03984894976019859,0.94378662109375,0.07745361328125,0.006103515625,-5.877208232879639,3.3749998692655936e-05,0.005083128344267607,1.3230054378509521,6.445294380187988,0.08953237533569336,2507.0,0.2065831422805786,4.920000076293945,0.17522095143795013
75,0.019832618534564972,-0.016590768471360207,-0.028690265491604805,0.0,0.04049898311495781,0.938232421875,0.086669921875,0.00836181640625,-6.018975734710693,0.00017085937724914402,-0.0010076238540932536,1.2796114683151245,6.466259956359863,0.09104442596435547,2498.0,0.20632469654083252,5.059999942779541,0.14475038647651672
76,0.019917109981179237,-0.01657060720026493,-0.02845262922346592,0.0,0.03990478068590164,0.94677734375,0.083740234375,0.00311279296875,-5.961609363555908,7.593750342493877e-05,0.004337535239756107,1.2821295261383057,6.451790809631348,0.09052658081054688,2504.0,0.20616231858730316,4.800000190734863,0.354097843170166
77,0.019879929721355438,-0.018696434795856476,-0.02871238999068737,0.0,0.04154210910201073,0.94451904296875,0.0828857421875,0.004638671875,-6.054221153259277,0.00038443360244855285,0.0023783778306096792,1.3114105463027954,6.5306901931762695,0.09005331993103027,2474.0,0.20596686005592346,5.130000114440918,0.3674025237560272
78,0.019872481003403664,-0.016881022602319717,-0.028181130066514015,0.0,0.040795810520648956,0.942626953125,0.0850830078125,0.00555419921875,-6.0883564949035645,3.3749998692655936e-05,0.008280682377517223,1.242812156677246,6.443077087402344,0.09005188941955566,2507.0,0.20557498931884766,5.389999866485596,0.4014623165130615
79,0.019923988729715347,-0.015340790152549744,-0.02769211120903492,0.0,0.04078717157244682,0.95269775390625,0.0728759765625,0.00396728515625,-6.193062782287598,3.3749998692655936e-05,0.004164152778685093,1.223406434059143,6.480390548706055,0.09003305435180664,2493.0,0.20545563101768494,5.050000190734863,0.5026859641075134
80,0.019880779087543488,-0.01724267564713955,-0.027878915891051292,0.0,0.042058054357767105,0.95037841796875,0.0770263671875,0.00482177734375,-6.234611988067627,9.999999747378752e-06,0.006003168411552906,1.2232848405838013,6.497374057769775,0.08852314949035645,2487.0,0.20543110370635986,4.980000019073486,0.42070531845092773
81,0.01991334557533264,-0.014938214793801308,-0.02676936239004135,0.0,0.04043780267238617,0.9588623046875,0.06427001953125,0.00445556640625,-6.29891300201416,0.00038443360244855285,0.0010664043948054314,1.1716033220291138,6.444954872131348,0.09102511405944824,2506.0,0.20551738142967224,5.059999942779541,0.440259724855423
82,0.019864551723003387,-0.013162142597138882,-0.026365065947175026,0.0,0.03903456777334213,0.95361328125,0.0699462890625,0.005859375,-6.33029842376709,0.0002562890585977584,0.0037495263386517763,1.119467854499817,6.451151371002197,0.0900263786315918,2504.0,0.2055686116218567,5.03000020980835,0.4170365333557129
83,0.01986568421125412,-0.014711306430399418,-0.02758229337632656,0.0,0.03893550857901573,0.96331787109375,0.055908203125,0.00531005859375,-6.373755931854248,0.0002562890585977584,0.0028804552275687456,1.1634795665740967,6.468859672546387,0.08902859687805176,2498.0,0.20540377497673035,5.019999980926514,0.3216925859451294
84,0.019836992025375366,-0.012539826333522797,-0.028398577123880386,0.0,0.036362506449222565,0.96337890625,0.04876708984375,0.00750732421875,-6.411246299743652,0.0002562890585977584,0.002034369157627225,1.0650827884674072,6.462127685546875,0.09103202819824219,2500.0,0.20521146059036255,5.119999885559082,0.3851335942745209
85,0.01990017294883728,-0.014939730055630207,-0.026840347796678543,0.0,0.039102405309677124,0.96600341796875,0.04901123046875,0.00518798828125,-6.396388053894043,7.593750342493877e-05,0.0040312521159648895,1.1498912572860718,6.521472930908203,0.09103560447692871,2477.0,0.20521095395088196,5.170000076293945,0.422649085521698
86,0.01988227292895317,-0.013902226462960243,-0.026777595281600952,0.0,0.0394783690571785,0.961669921875,0.05596923828125,0.00640869140625,-6.455739974975586,0.00017085937724914402,0.0014483360573649406,1.129026174545288,6.458352088928223,0.08952093124389648,2502.0,0.2050425261259079,4.869999885559082,0.4996061623096466
